# perl-suite-expected-rows.tsv — the ROW baseline behind XDIFF (task #185).
# GENERATED: `tools/run-perl-suite.pl --bless-rows` rewrites the files that run
# measured.  Do not hand-edit; edit docs/perl-suite-expected.tsv (the reasons)
# and re-bless.
#
# One line per DIVERGING ROW of a registered file: <rel-path><TAB><rowkey>.
# rowkey = PERL's test description (never a test number — task #177 proved
# numbers are the unstable coordinate), with four fallbacks: "#N" for a
# genuinely unnamed test, "*extra* <desc>" for a PCL-ONLY TAP row, "*summary*"
# for the log's test#-0 summary rows, and "*no-log*" for a file that produced
# no per-test log at all (TRANSPILE).
#
# ENFORCEMENT: the multiset here must EQUAL the run's diverging rows.  An extra
# row keeps the file DIFF and names the intruder (a new bug cannot hide inside
# a blessed feature gap); a row that stopped diverging makes the file STALE.
#
# *rows-unstable* — a file whose ONLY entry is this opts OUT of the row check
# (the file-level reason covers it wholesale, as before #185).  It must be
# hand-placed and justified by a MEASUREMENT that the row set is
# nondeterministic; --bless-rows never invents it and never overwrites it.
mro/basic.t	[at t/mro/basic.t line 294]
mro/basic.t	[at t/mro/basic.t line 33]
mro/basic.t	[at t/mro/basic.t line 34]
mro/basic.t	[at t/mro/basic.t line 38]
mro/basic.t	[at t/mro/basic.t line 41]
mro/basic.t	[at t/mro/basic.t line 49]
mro/basic.t	[at t/mro/basic.t line 52]
mro/basic.t	[at t/mro/basic.t line 55]
mro/basic.t	[at t/mro/basic.t line 63]
mro/basic.t	[at t/mro/basic.t line 71]
mro/basic.t	a case with multiple refs to ISA
mro/basic.t	a case with multiple refs to ISA
mro/basic.t	a isa b after undef *a::ISA and @a::ISA modification
mro/basic.t	autovivifying @ISA via *{@ISA}
mro/basic.t	can bark now
mro/basic.t	can't call foo method any longer
mro/basic.t	delete $package::{ISA}
mro/basic.t	don't crash when deleting ISA
mro/basic.t	local *ISA
mro/basic.t	local *ISA = []
mro/basic.t	local *ISA unwinding
mro/basic.t	local *ISA=[] unwinding
mro/basic.t	localising gv-with-cv belonging to detached package
mro/basic.t	magical *ISA = arrayref elements
mro/basic.t	no bark method
mro/basic.t	no crash when ISA contains nonexistent elements
mro/basic.t	obliterating @ISA via glob assignment
mro/basic.t	undef %package:: updates subclasses
mro/basic.t	unmagicalize *ISA elements
mro/basic_01_c3.t	... can(method) resolved itself as expected
mro/basic_01_c3.t	... can(method) resolved itself as expected
mro/basic_01_c3.t	... got the right MRO for Diamond_D
mro/basic_01_c3.t	... method resolved itself as expected
mro/basic_01_c3_utf8.t	... can(method) resolved itself as expected
mro/basic_01_c3_utf8.t	... can(method) resolved itself as expected
mro/basic_01_c3_utf8.t	... got the right MRO for Ｄiᚪၚd_D
mro/basic_01_c3_utf8.t	... method resolved itself as expected
mro/basic_01_dfs.t	... can(method) resolved itself as expected
mro/basic_01_dfs.t	... can(method) resolved itself as expected
mro/basic_01_dfs.t	... got the right MRO for Diamond_D
mro/basic_01_dfs.t	... method resolved itself as expected
mro/basic_01_dfs_utf8.t	... can(method) resolved itself as expected
mro/basic_01_dfs_utf8.t	... can(method) resolved itself as expected
mro/basic_01_dfs_utf8.t	... got the right MRO for Ｄiᚪၚd_D
mro/basic_01_dfs_utf8.t	... method resolved itself as expected
mro/basic_02_c3.t	... can got the expected method output
mro/basic_02_c3.t	... can got the expected method output
mro/basic_02_c3.t	... got the expected method output
mro/basic_02_c3.t	... got the expected method output
mro/basic_02_c3.t	... got the right MRO for Test::A
mro/basic_02_c3.t	... got the right MRO for Test::B
mro/basic_02_c3.t	... got the right MRO for Test::C
mro/basic_02_c3_utf8.t	... can got the expected method output
mro/basic_02_c3_utf8.t	... can got the expected method output
mro/basic_02_c3_utf8.t	... got the expected method output
mro/basic_02_c3_utf8.t	... got the expected method output
mro/basic_02_c3_utf8.t	... got the right MRO for 텟ţ::ƈ
mro/basic_02_c3_utf8.t	... got the right MRO for 텟ţ::ଅ
mro/basic_02_c3_utf8.t	... got the right MRO for 텟ţ::ᛒ
mro/basic_02_dfs.t	... can got the expected method output
mro/basic_02_dfs.t	... can got the expected method output
mro/basic_02_dfs.t	... got the expected method output
mro/basic_02_dfs.t	... got the expected method output
mro/basic_02_dfs.t	... got the right MRO for Test::A
mro/basic_02_dfs.t	... got the right MRO for Test::B
mro/basic_02_dfs.t	... got the right MRO for Test::C
mro/basic_02_dfs_utf8.t	... can got the expected method output
mro/basic_02_dfs_utf8.t	... can got the expected method output
mro/basic_02_dfs_utf8.t	... got the expected method output
mro/basic_02_dfs_utf8.t	... got the expected method output
mro/basic_02_dfs_utf8.t	... got the right MRO for 텟ţ::ƈ
mro/basic_02_dfs_utf8.t	... got the right MRO for 텟ţ::ଅ
mro/basic_02_dfs_utf8.t	... got the right MRO for 텟ţ::ᛒ
mro/basic_03_c3.t	... got the right MRO for Test::A
mro/basic_03_c3.t	... got the right method dispatch
mro/basic_03_c3.t	... got the right method dispatch
mro/basic_03_c3.t	... got the right method dispatch
mro/basic_03_c3_utf8.t	... got the right MRO for 텟ţ::ଅ
mro/basic_03_c3_utf8.t	... got the right method dispatch
mro/basic_03_c3_utf8.t	... got the right method dispatch
mro/basic_03_c3_utf8.t	... got the right method dispatch
mro/basic_03_dfs.t	... got the right MRO for Test::A
mro/basic_03_dfs.t	... got the right method dispatch
mro/basic_03_dfs.t	... got the right method dispatch
mro/basic_03_dfs.t	... got the right method dispatch
mro/basic_03_dfs_utf8.t	... got the right MRO for 텟ţ::ଅ
mro/basic_03_dfs_utf8.t	... got the right method dispatch
mro/basic_03_dfs_utf8.t	... got the right method dispatch
mro/basic_03_dfs_utf8.t	... got the right method dispatch
mro/basic_04_c3.t	... got the right MRO for t::lib::F
mro/basic_04_c3_utf8.t	... got the right MRO for Ƭ::ŁiƁ::Ḟ
mro/basic_04_dfs.t	... got the right MRO for t::lib::F
mro/basic_04_dfs_utf8.t	... got the right MRO for Ƭ::ŁiƁ::Ḟ
mro/basic_05_c3.t	... got the right MRO for Diamond_D
mro/basic_05_c3.t	... got the right next::method dispatch path
mro/basic_05_c3_utf8.t	... got the right MRO for Ｄiᚪၚd_D
mro/basic_05_c3_utf8.t	... got the right next::method dispatch path
mro/basic_05_dfs.t	... got the right MRO for Diamond_D
mro/basic_05_dfs.t	... got the right next::method dispatch path
mro/basic_05_dfs_utf8.t	... got the right MRO for Ｄiᚪၚd_D
mro/basic_05_dfs_utf8.t	... got the right next::method dispatch path
mro/basic_utf8.t	@main::ISA is magical
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 103]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 121]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 125]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 132]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 136]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 149]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 154]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 158]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 169]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 170]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 173]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 174]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 182]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 187]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 201]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 201]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 201]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 201]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 224]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 228]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 230]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 247]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 278]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 286]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 29]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 30]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 34]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 37]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 45]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 48]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 53]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 62]
mro/basic_utf8.t	[at t/mro/basic_utf8.t line 99]
mro/basic_utf8.t	a isa b after undef *a::ISA and @a::ISA modification
mro/basic_utf8.t	can ɓᛅƘ now
mro/basic_utf8.t	can't call Ｆஓ method any longer
mro/basic_utf8.t	delete $package::{ISA}
mro/basic_utf8.t	no ɓᛅƘ method
mro/basic_utf8.t	undef %package:: updates subclasses
mro/basic_utf8.t	ㄑ3->can('ƚ')
mro/basic_utf8.t	ㄑ3->can('Ｆஓ')
mro/basic_utf8.t	ㄑ3->can('Ｆஓ')
mro/complex_c3.t	next::method working ok
mro/complex_c3_utf8.t	next::method working ok
mro/complex_dfs.t	... got the right DFS merge order for Test::I
mro/complex_dfs.t	... got the right DFS merge order for Test::K
mro/complex_dfs_utf8.t	... got the right DFS merge order for 텟Ṱ::ᶦ
mro/complex_dfs_utf8.t	... got the right DFS merge order for 텟Ṱ::Ḵ
mro/dbic_dfs.t	... got the right DFS merge order for xx::DBIx::Class::Core
mro/dbic_dfs_utf8.t	... got the right DFS merge order for Ẋẋ::ḐʙIＸ::Cl았::Coﾚ
mro/inconsistent_c3.t	*summary*
mro/inconsistent_c3_utf8.t	*summary*
mro/isa_aliases.t	!isa after glob-to-ref assignment on another stash when *ISA is shared
mro/isa_aliases.t	isa after glob-to-ref assignment on another stash when *ISA is shared
mro/isa_aliases.t	localised *ISA=$ref assignment
mro/isa_aliases_utf8.t	!isa after glob-to-ref assignment on another stash when *ISA is shared
mro/isa_aliases_utf8.t	isa after glob-to-ref assignment on another stash when *ISA is shared
mro/isa_c3.t	kapow isa UNIVERSAL
mro/isa_c3.t	kayo isa UNIVERSAL
mro/isa_c3.t	klonk isa UNIVERSAL
mro/isa_c3.t	thwacke isa UNIVERSAL
mro/isa_c3.t	urkkk isa UNIVERSAL
mro/isa_c3.t	urkkk isa kapow
mro/isa_c3.t	urkkk isa klonk
mro/isa_c3.t	whamm isa UNIVERSAL
mro/isa_c3.t	whamm isa kapow
mro/isa_c3.t	whamm isa thwacke
mro/isa_c3.t	zzzzzwap isa UNIVERSAL
mro/isa_c3.t	zzzzzwap isa kapow
mro/isa_c3.t	zzzzzwap isa thwacke
mro/isa_c3_utf8.t	@ISA for urḲḵｋ
mro/isa_c3_utf8.t	@ISA for Ẁ함Ｍ
mro/isa_c3_utf8.t	kഌoんḰ isa UNIVERSAL
mro/isa_c3_utf8.t	urḲḵｋ isa UNIVERSAL
mro/isa_c3_utf8.t	urḲḵｋ isa kഌoんḰ
mro/isa_c3_utf8.t	urḲḵｋ isa 캎oẃ
mro/isa_c3_utf8.t	Źzzzዟᑉ isa UNIVERSAL
mro/isa_c3_utf8.t	Źzzzዟᑉ isa ṭ화ckэ
mro/isa_c3_utf8.t	Źzzzዟᑉ isa 캎oẃ
mro/isa_c3_utf8.t	к isa UNIVERSAL
mro/isa_c3_utf8.t	ṭ화ckэ isa UNIVERSAL
mro/isa_c3_utf8.t	Ẁ함Ｍ isa UNIVERSAL
mro/isa_c3_utf8.t	Ẁ함Ｍ isa ṭ화ckэ
mro/isa_c3_utf8.t	Ẁ함Ｍ isa 캎oẃ
mro/isa_c3_utf8.t	캎oẃ isa UNIVERSAL
mro/isa_dfs.t	kapow isa UNIVERSAL
mro/isa_dfs.t	kayo isa UNIVERSAL
mro/isa_dfs.t	klonk isa UNIVERSAL
mro/isa_dfs.t	thwacke isa UNIVERSAL
mro/isa_dfs.t	urkkk isa UNIVERSAL
mro/isa_dfs.t	urkkk isa kapow
mro/isa_dfs.t	urkkk isa klonk
mro/isa_dfs.t	whamm isa UNIVERSAL
mro/isa_dfs.t	whamm isa kapow
mro/isa_dfs.t	whamm isa thwacke
mro/isa_dfs.t	zzzzzwap isa UNIVERSAL
mro/isa_dfs.t	zzzzzwap isa kapow
mro/isa_dfs.t	zzzzzwap isa thwacke
mro/isa_dfs_utf8.t	@ISA for urḲḵｋ
mro/isa_dfs_utf8.t	@ISA for Ẁ함Ｍ
mro/isa_dfs_utf8.t	kഌoんḰ isa UNIVERSAL
mro/isa_dfs_utf8.t	urḲḵｋ isa UNIVERSAL
mro/isa_dfs_utf8.t	urḲḵｋ isa kഌoんḰ
mro/isa_dfs_utf8.t	urḲḵｋ isa 캎oẃ
mro/isa_dfs_utf8.t	Źzzzዟᑉ isa UNIVERSAL
mro/isa_dfs_utf8.t	Źzzzዟᑉ isa ṭ화ckэ
mro/isa_dfs_utf8.t	Źzzzዟᑉ isa 캎oẃ
mro/isa_dfs_utf8.t	к isa UNIVERSAL
mro/isa_dfs_utf8.t	ṭ화ckэ isa UNIVERSAL
mro/isa_dfs_utf8.t	Ẁ함Ｍ isa UNIVERSAL
mro/isa_dfs_utf8.t	Ẁ함Ｍ isa ṭ화ckэ
mro/isa_dfs_utf8.t	Ẁ함Ｍ isa 캎oẃ
mro/isa_dfs_utf8.t	캎oẃ isa UNIVERSAL
mro/isarev.t	assigning to an empty spot updates isarev
mro/isarev.t	assigning to an empty spot updates isarev of nested packages
mro/isarev.t	deleting a doubly nested stash elem updates isarev entries
mro/isarev.t	deleting a nested stash elem updates isarev entries
mro/isarev.t	deleting a stash elem updates isarev entries
mro/isarev.t	deleting an alias to a package updates isarev entries
mro/isarev.t	deleting an alias to a package updates isarev entries of nested stashes
mro/isarev.t	deleting an stash alias updates isarev entries of doubly nested stashes
mro/isarev.t	isarev includes subclasses of aliases
mro/isarev.t	replacing a stash updates isarev entries
mro/isarev.t	replacing an alias of a stash containing another updates isarev entries
mro/isarev.t	replacing an alias of a stash updates isarev entries
mro/isarev.t	replacing an alias updates isarev of stashes nested in the replacement
mro/isarev.t	replacing nested stashes updates isarev entries
mro/isarev.t	single deletion from isarev
mro/isarev.t	subclasses and subsubclasses are added to isarev
mro/isarev.t	subclasses of the deleted alias become part of its isarev
mro/isarev_utf8.t	assigning to an empty spot updates isarev
mro/isarev_utf8.t	assigning to an empty spot updates isarev of nested packages
mro/isarev_utf8.t	deleting a doubly nested stash elem updates isarev entries
mro/isarev_utf8.t	deleting a nested stash elem updates isarev entries
mro/isarev_utf8.t	deleting a stash elem updates isarev entries
mro/isarev_utf8.t	deleting an alias to a package updates isarev entries
mro/isarev_utf8.t	deleting an alias to a package updates isarev entries of nested stashes
mro/isarev_utf8.t	deleting an stash alias updates isarev entries of doubly nested stashes
mro/isarev_utf8.t	isarev includes subclasses of aliases
mro/isarev_utf8.t	replacing a stash updates isarev entries
mro/isarev_utf8.t	replacing an alias of a stash containing another updates isarev entries
mro/isarev_utf8.t	replacing an alias of a stash updates isarev entries
mro/isarev_utf8.t	replacing an alias updates isarev of stashes nested in the replacement
mro/isarev_utf8.t	replacing nested stashes updates isarev entries
mro/isarev_utf8.t	single deletion from isarev
mro/isarev_utf8.t	subclasses and subsubclasses are added to isarev
mro/isarev_utf8.t	subclasses of the deleted alias become part of its isarev
mro/method_caching.t	[at t/mro/method_caching.t line 49]
mro/method_caching.t	[at t/mro/method_caching.t line 51]
mro/method_caching.t	[at t/mro/method_caching.t line 52]
mro/method_caching.t	[at t/mro/method_caching.t line 54]
mro/method_caching.t	[at t/mro/method_caching.t line 57]
mro/method_caching.t	[at t/mro/method_caching.t line 59]
mro/method_caching.t	[at t/mro/method_caching.t line 61]
mro/method_caching.t	[at t/mro/method_caching.t line 63]
mro/method_caching.t	[at t/mro/method_caching.t line 66]
mro/method_caching.t	[at t/mro/method_caching.t line 68]
mro/method_caching.t	redef sub through glob alias via local cv-to-glob assign
mro/method_caching.t	redef sub through glob alias via localisation unwinding
mro/method_caching.t	redefining sub through glob alias via cv-to-glob assign
mro/method_caching.t	redefining sub through glob alias via decl
mro/method_caching.t	redefining sub through glob alias via stub vivification
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 40]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 41]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 42]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 43]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 44]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 46]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 47]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 48]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 49]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 51]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 52]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 53]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 54]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 55]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 56]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 59]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 60]
mro/method_caching_utf8.t	[at t/mro/method_caching_utf8.t line 61]
mro/next_NEXT.t	... got the right value from Bar->foo
mro/next_NEXT.t	... got the right value from Fuz->foo
mro/next_NEXT.t	... got the right value using NEXT in a subclass of a C3 class
mro/next_NEXT_utf8.t	... got the right value from Bᛆ->fಓ
mro/next_NEXT_utf8.t	... got the right value from Fᶽ->fಓ
mro/next_NEXT_utf8.t	... got the right value using NEXT in a subclass of a C3 class
mro/next_edgecases.t	->next::can on non-existing package name
mro/next_edgecases.t	The object isa Foo
mro/next_edgecases.t	The object isa Foo
mro/next_edgecases_utf8.t	->next::can on non-existing package name
mro/next_edgecases_utf8.t	The object isa ᕘ
mro/next_edgecases_utf8.t	The object isa ᕘ
mro/next_goto.t	*summary*
mro/next_goto_utf8.t	*summary*
mro/next_inanon.t	*summary*
mro/next_inanon_utf8.t	*summary*
mro/next_ineval.t	method resolved inside eval{}
mro/next_ineval_utf8.t	*summary*
mro/next_method.t	... can(method) resolved itself as expected
mro/next_method.t	... can(method) resolved itself as expected
mro/next_method.t	... got the right MRO for Diamond_D
mro/next_method.t	... method foo resolved itself as expected
mro/next_method.t	... method resolved itself as expected
mro/next_method_utf8.t	... can(method) resolved itself as expected
mro/next_method_utf8.t	... can(method) resolved itself as expected
mro/next_method_utf8.t	... got the right MRO for Diӑmond_D
mro/next_method_utf8.t	... method fಓ resolved itself as expected
mro/next_method_utf8.t	... method resolved itself as expected
mro/next_skip.t	... called B method, skipped C and went to A correctly
mro/next_skip.t	... called D method dispatched to , different method correctly
mro/next_skip.t	... can re-dispatch figured out correctly
mro/next_skip.t	... cannot re-dispatch figured out correctly
mro/next_skip.t	... cannot re-dispatch to a method which is not there
mro/next_skip.t	... got the right MRO for Diamond_D
mro/next_skip.t	... quietly failed redispatch from D
mro/next_skip.t	... redispatched D to C when it exists
mro/next_skip.t	... skipped B & C and went to A correctly
mro/next_skip.t	... skipped B and went to C correctly
mro/next_skip_utf8.t	... called B method, skipped C and went to A correctly
mro/next_skip_utf8.t	... called D method dispatched to , different method correctly
mro/next_skip_utf8.t	... can re-dispatch figured out correctly
mro/next_skip_utf8.t	... cannot re-dispatch figured out correctly
mro/next_skip_utf8.t	... cannot re-dispatch to a method which is not there
mro/next_skip_utf8.t	... got the right MRO for Ｄiᚪၚd_D
mro/next_skip_utf8.t	... quietly failed redispatch from D
mro/next_skip_utf8.t	... redispatched D to C when it exists
mro/next_skip_utf8.t	... skipped B & C and went to A correctly
mro/next_skip_utf8.t	... skipped B and went to C correctly
mro/overload_c3_utf8.t	*summary*
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* '
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* (unnamed)
mro/package_aliases.t	*extra* Assigning a nameless package over one w/subclasses updates isa caches
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x8){name} (inner)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x8){name} (inner::)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x8){name} (inner:::)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x8){name} (inner::::)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x9){name} (inner)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x9){name} (inner::)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x9){name} (inner:::)
mro/package_aliases.t	*extra* Giving nonexistent packages multiple effective names by HASH(0x9){name} (inner::::)
mro/package_aliases.t	*extra* deleting a stash from its parent stash invalidates the isa caches
mro/package_aliases.t	*extra* deleting a stash from its parent stash resets caches of substashes
mro/package_aliases.t	*extra* mro_package_moved and self-referential packages
mro/package_aliases.t	*extra* nested classes deleted & added simultaneously
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x8){name} updates isa caches (inner::)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x8){name} updates isa caches (inner:::)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x8){name} updates isa caches (inner::::)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x9){name} updates isa caches (inner)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x9){name} updates isa caches (inner::)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x9){name} updates isa caches (inner:::)
mro/package_aliases.t	*extra* replacing nonexistent nested packages by HASH(0x9){name} updates isa caches (inner::::)
mro/package_aliases.t	*extra* the deleted stash is gone completely when freed
mro/package_aliases.t	*extra* the deleted substash is gone completely when freed
mro/package_aliases.t	*summary*
mro/package_aliases.t	Giving nonexistent packages multiple effective names by assigning a glob to a glob (inner:::)
