# perl-suite-expected.tsv — expected divergences for tools/run-perl-suite.pl
# One row per file: <rel-path><TAB><reason>.  The reason MUST cite the
# docs/not-supported.md section (and the plan doc when one exists) that
# explains the divergence.  Files here still RUN every sweep; a row whose
# file starts matching perl is flagged STALE and fails the run (same
# philosophy as cl/skip-registry.lisp — see docs/test-skip-registry.md).
# Do NOT add rows for unexplained crashes: those stay triage targets.
#
# REGISTRATION BAR (confirmed s317, fable-answers-s316v.md §6f): a file gets
# a row ONLY when EVERY failing test in it is explained by a blessed
# not-supported.md section — all-or-nothing.  A partially-explained file
# stays UNEXPLAINED on purpose: it still contains a fix target, and a row
# here would silence it.  Track the explained subset in the task instead.
mro/basic_01_c3.t	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
class/construct.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/destruct.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/field.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/inherit.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/method.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/phasers.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
class/utf8.t	not-supported.md §Perl 5.38 class/field/method — deferred to a future version (surface syntax; desugars onto existing package/CLOS/p-sub machinery)
mro/basic.t	not-supported.md §mro — C3-only: DFS orders + get_mro 'dfs' default assertions
mro/inconsistent_c3.t	not-supported.md §mro + §error-text — C3 merge-failure error wording differs
mro/inconsistent_c3_utf8.t	not-supported.md §mro + §error-text — C3 merge-failure error wording differs (utf8 pkg names)
mro/isa_aliases.t	not-supported.md §symbol-table hashes — *Foo:: = *Bar:: package aliasing (stash writes)
mro/isa_aliases_utf8.t	not-supported.md §symbol-table hashes — *Foo:: = *Bar:: package aliasing (stash writes, utf8)
mro/isa_c3.t	not-supported.md §symbol-table hashes + §mro — *ISA glob manipulation / ISA magic internals
mro/isa_c3_utf8.t	not-supported.md §symbol-table hashes + §mro — *ISA glob manipulation / ISA magic internals (utf8)
mro/isa_dfs.t	not-supported.md §mro — DFS ordering spec tests (C3-only by design)
mro/isa_dfs_utf8.t	not-supported.md §mro — DFS ordering spec tests (C3-only by design, utf8)
mro/isarev.t	not-supported.md §mro — get_isarev needs live stash enumeration (returns [] provisionally)
mro/isarev_utf8.t	not-supported.md §mro — get_isarev needs live stash enumeration (returns [] provisionally, utf8)
mro/method_caching.t	not-supported.md §mro — perl method-cache semantics (CLOS has no cache to invalidate)
mro/method_caching_utf8.t	not-supported.md §mro — perl method-cache semantics (utf8)
mro/next_NEXT.t	not-supported.md §mro — next::method family (Tier 3, deferred: docs/mro-plan.md)
mro/next_NEXT_utf8.t	not-supported.md §mro — next::method family (Tier 3, deferred, utf8)
mro/next_edgecases.t	not-supported.md §mro — next::method family (Tier 3, deferred: docs/mro-plan.md)
mro/next_edgecases_utf8.t	not-supported.md §mro — next::method family (Tier 3, deferred, utf8)
mro/overload_c3_utf8.t	not-supported.md §Unicode — utf8 package-name variant (non-utf8 twin passes)
mro/package_aliases.t	not-supported.md §symbol-table hashes — glob package aliasing + isarev
mro/package_aliases_utf8.t	not-supported.md §symbol-table hashes — glob package aliasing + isarev (utf8)
mro/pkg_gen.t	not-supported.md §mro — mro::get_pkg_gen method-cache generation counters
mro/pkg_gen_utf8.t	not-supported.md §mro — mro::get_pkg_gen method-cache generation counters (utf8)
mro/recursion_c3_utf8.t	not-supported.md §Unicode — utf8 package-name variant of recursion test (non-utf8 twin passes)
mro/recursion_dfs_utf8.t	not-supported.md §Unicode — utf8 package-name variant of recursion test (non-utf8 twin passes)
op/current_sub.t	not-supported.md §__SUB__ — current-sub reference DEFERRED (needs dynamic *current-sub* threaded through the calling convention; roadmap)
op/cond.t	not-supported.md §pathological-nesting — 20k-deep ternary eval: quadratic PExpr transpile + SBCL control-stack; DEFERRED post-R1 (user s309)
op/args.t	not-supported.md §DESTROY called by garbage collector — t23 is the ONLY failing row (22/1 vs perl 23/0): after `delete $_[0]` in a sub, the blessed arg's DESTROY must fire when the enclosing block drops the last reference. Probe s319: PCL agrees on t21/t22 (flag stays 0 inside f and after f) and only misses the scope-exit DESTROY — refcount-deterministic destruction, which PCL does not have.
op/crypt.t	not-supported.md §Unicode semantics differences — t6 is the ONLY failing row (5/1 vs perl 6/0): `crypt` writing to a utf8 target must turn the target's UTF-8 flag OFF. Probe s319: PCL's crypt VALUE is correct (t5 passes); only `utf8::is_utf8($x)` differs, because PCL has no per-scalar UTF-8 flag (CL strings are always Unicode).
op/cmpchain.t	not-supported.md §Error compatibility for invalid Perl input (CLAUDE.md §9, verbatim example) — ALL 274 failing rows (1476/274 vs perl 1750/0) are the SAME assertion: `is eval("sub { \$a <=> \$b <=> \$c }"), undef, "… non-associative"`, i.e. invalid Perl must FAIL TO COMPILE. PCL is a transpiler for working Perl, not a validator, so it compiles the chain and returns a coderef (probe s319). Counted every row: 274 of 274 say "non-associative", none assert a value. The legitimately CHAINABLE comparisons (`$a == $b == $c`) work correctly in PCL — verified — so this is exclusively the rejection category, task #149 :principle9.
op/print.t	not-supported.md §Unicode semantics differences — t3 is the ONLY failing row (2/1 vs perl 3/0): reading MALFORMED (overlong) UTF-8 through a `<:utf8` in-memory handle and printing it must pass the bytes through unchanged. Probe s319: PCL emits c3 81 c2 af … where perl emits c1 af …, i.e. it holds the scalar as CHARACTERS and re-encodes on output — no per-scalar UTF-8/byte flag (CL strings are always Unicode). NB the open itself was ALSO broken until s319 (task #171, `<:utf8` was rejected outright); this row is what remains after that fix.
op/exists_sub.t	not-supported.md §Error compatibility for invalid Perl input (CLAUDE.md §9) — t19 is the ONLY failing row (19/1 vs perl 19/0): `eval 'exists &t5()'` must set $@ =~ /not a subroutine name/. PCL DOES reject the invalid form — probe s319 gives "invalid number of arguments: 1" — so only the MESSAGE TEXT differs, and exact fatal-error text is not a goal (user 2026-07-28). Task #149 category :principle9.
re/reg_eval.t	not-supported.md §regex-code-blocks — all 8 cases drive (?{...})/(??{...}) through fresh_perl_is; same family as pat_re_eval.t
re/pat_re_eval.t	not-supported.md §regex-code-blocks — whole file exercises (?{...})/(??{...}) (196 uses); cl-ppcre has no mid-match callback hook
io/msg.t	not-supported.md §DynaLoader / XS binary extensions — IPC::SysV is XS; needs the pclxs bridge (docs/xs-shim-design.md). The generic bugs behind the old crash (labeled-loop goto, empty %SIG) were fixed s316.
io/sem.t	not-supported.md §DynaLoader / XS binary extensions — IPC::SysV is XS; needs the pclxs bridge (docs/xs-shim-design.md). The generic bugs behind the old crash (labeled-loop goto, empty %SIG) were fixed s316.
io/shm.t	not-supported.md §DynaLoader / XS binary extensions — IPC::SysV is XS; needs the pclxs bridge (docs/xs-shim-design.md). The generic bugs behind the old crash (labeled-loop goto, empty %SIG) were fixed s316.
op/sigsystem.t	not-supported.md §DynaLoader / XS binary extensions — Time::HiRes is XS; needs the pclxs bridge. Before s316 this file scored OK only because empty %SIG made `skip ... if not exists $SIG{CHLD}` fire, so PCL emitted 4 skip-oks against perl 4 oks — a false pass.
run/fresh_perl.t	not-supported.md §Error message text and format — 36 residual rows after s316e (user-blessed 2026-07-28): ~30 expect perl's exact fatal-death text (method-on-undef wording, "BEGIN failed--compilation aborted", read-only enforcement); rest = invalid-perl detection (CLAUDE.md §9) + one (?{}) case (§regex-code-blocks). The semantic gaps this file exposed (hole aliasing, defelem @_, Perl-4 tick, &$ref call) were all FIXED s316d/s316e — 55/91 rows match.
comp/hints.t	not-supported.md §Lexical compile-time hints — $^H/%^H are inert globals, no compile-time scoping/restore (user bless 2026-07-28)
op/ver.t	not-supported.md §use bytes / §use vN default warnings / §Control-character glob names — tests 21/23/25 (bytes view), 52 (Mordor), 54 (vN warnings); test 51 is the OPEN defelem arg-aliasing gap (task #131), a fix target
op/signatures.t	not-supported.md §Error compatibility for invalid Perl input (CLAUDE.md §9) + §Error message text and format — 357 of 360 residual rows (s316o; state-in-default fixed s316r): 262 "X does not swallow trailing comma" + t939/947/1219-1222 etc. are `isnt $@ ""` on evals that must FAIL to parse (invalid-syntax detection); 56 exact-error/arity-message text; 19+4 experimental-@_ / warning-line fidelity; t1/2/4/5 = §Signature syntax is read as a signature even with the feature off. All former fix-target rows are FIXED: t151/152/156 parenless list-op swallow (t017, s316s) + t021-family. t276-296 state-in-default re-init FIXED (task #134, s316r).
op/localref.t	not-supported.md §DESTROY called by garbage collector — t64 needs refcount-deterministic DESTROY at local-restore
io/defout.t	not-supported.md §format / write report formatting — t7 $- (FORMAT_LINES_LEFT) is only nonzero after a real write(); $- is a static 0 because formats are not implemented
op/not.t	not-supported.md §Interned boolean constants (!0 / !1 identity) — t21/t22 "not 0/1 is read-only" need the shared read-only scalar; PCL returns a fresh mutable value per call
op/chr.t	not-supported.md §Unicode semantics differences — ALL 7 failing rows (38/7 vs perl 45/0) are two blessed subsections. t10-13 are the `### use bytes` block (t/op/chr.t lines 28-31: under the pragma `chr(-1)` must be the single byte "\xFF"; PCL has no byte view, so it keeps "\x{FFFD}"). t40-42 are `### Code points above U+10FFFF` (lines 80-82: chr(0x110000)/0x1FFFFF/0x200000 in perl's extended UTF-8) — measured s319/s320: SBCL's char-code-limit is 1114112, so a CL string physically cannot hold them and (code-char #x110000) yields no character. Blessed in fable-answers-s318.md §11; task #173.
op/do.t	not-supported.md §Error compatibility for invalid Perl input (CLAUDE.md §9) + §DESTROY called by garbage collector — ALL 7 failing rows (66/7 vs perl 71/0) are two blessed categories, established row-by-row s321 after the TAP re-alignment (task #177) showed the old number-join had blamed two rows that PASS. (a) perl t63-t66 + PCL's 2 EXTRA rows: one `foreach my $mode (qw(subname("arg") subname() $subref("arg") $subref()))` loop asserting `$@ =~ /\Asyntax error/`. `do SUBNAME(LIST)` was VALID Perl before 5.20 and meant call-the-sub; PCL keeps that historical semantics, so the assertions fail AND each test's `fail()` guard fires (those are the 2 PCL-only rows — the same divergence, not a second defect). Ruled no-fix in fable-answers-s318.md §4, task #158 :principle9. (b) perl t68 "RT 124248": `f(do { 1; !!(my $x = bless []) })` requires the blessed temp to be DESTROYed at do-block exit (FREETMPS) before f() runs — refcount-deterministic destruction, which PCL does not have; same family as op/args.t t23. NB t67 (delete-helem copied) and t70 ($@ false on do dir) PASS — probed s321 — and t71 ($! is EISDIR on do dir) was FIXED s321 (p-do now carries the OS errno into $!).
